site,url,ground_truth,prefilter,haiku_call_1,haiku_call_2,haiku_call_3,haiku_majority,haiku_agrees,gpt4omini_call_1,gpt4omini_call_2,gpt4omini_call_3,gpt4omini_majority,gpt4omini_agrees
propublica,https://www.propublica.org/article/ed-rendell-new-york-fracking-op-ed-disclosure,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/minnesota-new-approach-crisis-pregnancy-centers,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/despite-promises-some-rape-victims-stuck-paying-exam-bills-730,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/st-lukes-houston-reopens-heart-transplant-program-after-two-week-review,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/read-bps-document-on-workers-illnesses-and-injuries-chemical-exposure,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/propublica-illinois-prior-restraint-court-case-order-cook-county-patricia-martin,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/deadnamed-transgender-black-women-murders-jacksonville-police-investigation,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/newark-beth-israel-lawsuit-darryl-young-heart-transplant,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/black-students-illinois-ticketed-by-police-for-school-behavior,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/two-more-bailouts-two-more-mortgage-modifiers-and-chrysler-repays-715,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/intern-survival-guide-shows-lobbyist-access-to-congressman,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/la-importancia-del-caso-bush-vs-gore-en-la-eleccion-de-2020,NON-HELPFUL,non-helpful-mirror,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True
propublica,https://www.propublica.org/article/chicago-police-complaints-racism,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/admissions-directors-at-public-universities-speak-honestly-and-anonymously,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/drug-device-makers-find-receptive-audience-at-for-profit-southern-hospitals,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/how-some-sheriffs-force-their-inmates-into-medical-debt,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/nypd-mulkeen-police-body-camera-footage-denied,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/our-guide-to-the-best-coverage-of-herman-cain,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/propublica-emerging-reporters-2023,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/freddie-mac-didnt-set-out-to-profit-from-homeowners-trapped-in-high-rate-mo,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/what-we-know-about-the-computer-formulas-making-decisions-in-your-life,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/recovery-still-a-dream-in-the-city-with-a-barely-beating-heart-416,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/dte-energy-oversight-debt-collection-sales-michigan,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/few-strong-cases-govt-rushes-to-plea-deals-for-gitmo-detainees-1113,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/quick-picks-aig-doles-out-dough-while-doctors-rake-it-in-090116,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/new-details-emerge-in-glover-case,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/unseen-toll-wages-of-millions-seized-to-pay-past-debts,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/fannie-freddie-gave-big-support-to-obama-mccain-910,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/inside-secret-ap3-militia-american-patriots-three-percent,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/venezuelans-cecot-el-salvador-trump-familias-video,NON-HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False
propublica,https://www.propublica.org/article/us-hospitals-say-theyre-ready-for-coronavirus-their-infection-control-violations-say-otherwise,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/my-story-as-a-dmv-edge-case-how-to-battle-bureaucracy-and-win,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/help-us-report-on-obamas-mortgage-mod-program-04171,NON-HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True
propublica,https://www.propublica.org/article/how-the-wests-energy-boom-could-threaten-drinking-water-for-1-in-12-america,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/how-to-avoid-being-scammed-on-facebook-marketplace,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/donald-trump-immigration-executive-orders,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/even-after-doctors-are-sanctioned-or-arrested-medicare-keeps-paying,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/aig-lobbied-for-india-nuke-deal-really-1024,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/another-8-billion-or-so-on-the-line-for-aig-0316,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/behind-closed-doors-broadcasters-battle-online-disclosure-of-political-ad-b,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/a-republican-tried-to-introduce-a-commonsense-gun-law-then-the-gun-lobby-got-involved,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/chicago-ticket-data-chi-hack-night,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/i-received-tips-to-look-into-how-a-hospital-treated-premature-babies-getting-data-was-nearly-impossible,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/michigan-lawmakers-attempt-fix-wrongful-imprisonment-compensation,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/the-cares-act-sent-you-a-1-200-check-but-gave-millionaires-and-billionaires-far-more,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/republican-national-committee-obscured-how-much-it-pays-its-chief-of-staff,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/four-whistleblowers-who-sounded-the-alarm-on-banks-mortgage-shenanigans,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/philips-respironics-cpap-recall-faqs,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/scrutiny-of-doctor-pharma-ties-leads-to-change-090116,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/stimulus-checks-in-the-mail-but-with-caveats-included-508,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/she-was-afraid-of-her-lawyer-then-the-text-messages-started,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/the-billion-dollar-industry-youre-probably-not-thinking-about-and-more-in-m,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/reader-question-fed-data,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/why-havent-bankers-been-punished-just-read-these-insider-sec-emails,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/class-action-a-challenge-to-the-idea-that-income-can-integrate-americas-cam,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/colorado-marijuana-hemp-thc-testing-results,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/trump-deportations-deployed-resources-tent-company,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/un-encausado-se-presenta-solo-al-tribunal-de-inmigracion-tiene-6-anos-de-edad,NON-HELPFUL,non-helpful-mirror,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True
propublica,https://www.propublica.org/article/exxonmobil-plastics-recycling-pyrolysis-lawsuit-california,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/heartland-chicago-shelters-immigrant-children-sick-traumatized,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/free-file-online-tax-preparation-fees-intuit-turbotax-h-r-block,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/why-america-fails-at-gathering-hate-crime-statistics,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/epa-gives-bp-24-hours-to-choose-less-toxic-dispersants,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/will-the-supreme-courts-lethal-injection-review-kill-the-death-penalty,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/public-vs-private-policing-in-st-louis,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/education-technology-covid-pandemic-crisis-schools,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/have-you-filed-a-claim-with-bp-vietnamese,NON-HELPFUL,non-helpful-mirror,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True
propublica,https://www.propublica.org/article/ceo-of-alaska-pipeline-a-former-bp-exec-steps-down,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/brooklyn-judge-gave-political-advice-boroughs-top-prosecutor,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.houstonchronicle.com/news/houston-texas/houston/article/harris-county-clerk-s-office-singles-out-three-13334106.php,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
propublica,https://www.propublica.org/article/aurora-chicago-lakeshore-hospital-state-legislators-response-dcfs,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch12-01-accepting-command-line-arguments.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch08-02-strings.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch01-03-hello-cargo.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch17-05-traits-for-async.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch10-01-syntax.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/thread/struct.builder.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch21-02-multithreaded.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/appendix-03-derivable-traits.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch17-04-streams.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch12-02-reading-a-file.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch03-02-data-types.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch16-04-extensible-concurrency-sync-and-send.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/cargo/reference/profiles.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch16-00-concurrency.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch13-04-performance.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch06-01-defining-an-enum.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch04-00-understanding-ownership.html,NON-HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False
rust-book,https://doc.rust-lang.org/book/ch17-06-futures-tasks-threads.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch15-06-reference-cycles.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch10-03-lifetime-syntax.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch18-02-trait-objects.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/sync/atomic/index.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch05-01-defining-structs.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch12-04-testing-the-librarys-functionality.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch08-03-hash-maps.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/appendix-02-operators.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch05-03-method-syntax.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch15-01-box.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch01-00-getting-started.html,NON-HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False
rust-book,https://doc.rust-lang.org/stable/book/ch12-00-an-io-project.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/index.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/title-page.html,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch07-05-separating-modules-into-different-files.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch19-03-pattern-syntax.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch10-03-lifetime-syntax.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch21-03-graceful-shutdown-and-cleanup.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch07-04-bringing-paths-into-scope-with-the-use-keyword.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch03-01-variables-and-mutability.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch06-03-if-let.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch19-02-refutability.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch04-01-what-is-ownership.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch15-02-deref.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch14-04-installing-binaries.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch03-05-control-flow.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch12-04-testing-the-librarys-functionality.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch12-05-working-with-environment-variables.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/collections/index.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch04-03-slices.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch09-02-recoverable-errors-with-result.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch16-01-threads.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/appendix-07-nightly-rust.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch06-02-match.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/net/enum.ipaddr.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
